,track_name,artist_name,artist_pop,album,track_pop,danceability,energy,loudness,mode,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,year,lyrics
141,This Could Be Us,Rae Sremmurd,72,SremmLife,78,0.732,0.69,-4.992,0,0,0.134,0.291,0.0,0.116,0.758,143.072,4,206307,2019,"(Hey)
Man, I've heard, I've heard it before
SremmLife
Hey (Ear Drummers)
That's simply our SremmLife
Mike WiLL Made-It (Hey, hey, hey)

I've done it before, I've seen it before
Tears splashin' the floor when I open the door for her
She actin' like a whore and I'ma let her
Learned from Project Pat-ta, pimpin', got a master's
Girl, improvise, look me in my eyes and lie to me
Lie to me, act like I'll believe anything
Sex on the beach and in the backseat
This could be us (But fuck it)

So back to what I was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
I'm high, hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
But, shit, that's all I was saying (Money make your girl go down and that's just how it go)

No keys to crank this Mercedes (Should we go?)
I ball like Tracy McGrady
Before that girl touch anything
She gotta say please (Say please)
And I know they really wish we would ball 'til we fall
I'm the big bad wolf, it's a full moon, y'all
Toss the money in the air, girl
Watch how your dreams hit the floor, uh
Wait 'til I get the buzz off this drug
Damn, girl, you way too fine for a local club
Killin' someone's vibe should be a fuckin' crime
Wastin' someone's time should be a fuckin' crime

So back to what I was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
I'm high, hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
But, shit, that's all I was saying (Money make your girl go down and that's just how it go)
Spin the bottle, spin the fuckin' bottle
If you the reason why it's empty, baby, spin the bottle
Truth or dare, nah, you don't want no problem
Spin the bottle, spin the fuckin' bottle
If you the reason why it's empty, spin the fuckin' bottle
Truth or dare, no, no, you don't want no problem
You don't want no problem, bitch, you must wan' party

So back to what I was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
I'm high, hope I don't sound crazy (Money make your girl go down)
Fuck what them niggas was saying (Money make the world go 'round)
This could be us, but you're playing (Money make your girl go down)
This could be us, but you're playing (Money make the world go 'round)
But, shit, that's all I was saying (Money make your girl go down and that's just how it go)

Money make the world go 'round, money make your girl go down
Money make the world go 'round, money make your girl go down"
142,Poker Face,Lady Gaga,84,The Fame Monster (International Deluxe),44,0.851,0.806,-4.618,1,4,0.0788,0.12,1.39e-06,0.122,0.775,119.002,4,237200,2019,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah

I wanna hold 'em like they do in Texas, please (Woo)
Fold 'em, let 'em hit me, raise it, baby, stay with me (I love it)
LoveGame intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)

I wanna roll with him, a hard pair we will be (Woo)
A little gamblin' is fun when you're with me (I love it, woo)
Russian roulette is not the same without a gun
And baby, when it's love, if it's not rough, it isn't fun, fun

Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got
Oh, woah-oh, oh, oh
Oh-oh-oh-oh-oh-oh
I'll get him hot, show him what I've got

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
(Mum-mum-mum-mah)
(Mum-mum-mum-mah)

I won't tell you that I love you
Kiss or hug you
'Cause I'm bluffin' with my muffin
I'm not lyin', I'm just stunnin' with my love-glue-gunnin'
Just like a chick in the casino
Take your bank before I pay you out
I promise this, promise this
Check this hand 'cause I'm marvelous

Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)

P-p-p-poker face, f-f-fuck her face
P-p-p-poker face, f-f-fuck her face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face
(Mum-mum-mum-mah)"
143,L.O.V.E.,Harrison Craig,39,L.O.V.E.,51,0.588,0.412,-6.226,0,11,0.0363,0.72,0.0,0.153,0.703,74.961,4,158493,2019,"Wise men say
""Only fools rush in""
But I can't help
Falling in love with you

Shall I stay?
Would it be a sin
If I can't help
Falling in love with you?

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be

Take my hand
Take my whole life, too
For I can't help
Falling in love with you

Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be

Take my hand
Take my whole life, too
For I can't help
Falling in love with you
For I can't help
Falling in love with you"
144,Sweet Caroline,Neil Diamond,67,Sweet Caroline,79,0.529,0.127,-16.066,1,11,0.0274,0.611,0.000109,0.237,0.578,63.05,4,203573,2019,"Where it began
I can't begin to know when
But then I know it's growin' strong
Was in the spring
And spring became the summer
Who'd have believed you'd come along?

Hands, touchin' hands
Reachin' out, touchin' me, touchin' you

Sweet Caroline
Good times never seemed so good
I've been inclined
To believe they never would
But now I…

Look at the night
And it don't seem so lonely
We fill it up with only two
And when I hurt
Hurtin' runs off my shoulders
How can I hurt when holdin' you?

One, touchin' one
Reachin' out, touchin' me, touchin' you

Sweet Caroline
Good times never seemed so good
I've been inclined
To believe they never would
Oh no, no


Sweet Caroline
Good times never seemed so good
Sweet Caroline
I believe they never could
Sweet Caroline
Good times never seemed so good"
145,I'm Gonna Show You Crazy,Bebe Rexha,76,I'm Gonna Show You Crazy,62,0.474,0.537,-6.77,1,2,0.0649,0.0758,0.0,0.316,0.335,90.103,4,207775,2019,"There's a war inside my head
Sometimes I wish that I was dead
I'm broken
So I call this therapist
And she said, “Girl, you can’t be fixed, just take this.”

I'm tired of tryna to be normal
I'm always overthinkin'
I'm drivin' myself crazy
So what if I'm fucking crazy?
And I don't need your quick fix
I don't want your prescriptions
Just 'cause you say I'm crazy
So what if I'm fucking crazy?

And I'm gonna show you loco, maniac
Sick bitch, psychopath
Yeah, I'm gonna show you, I'm gonna show you
Yeah, I'm gonna show you, mental, out my brain
Batshit, go insane
Yeah, I'm gonna show you, I'm gonna show you
Yeah, I'm gonna show you

I've been searching city streets
Trying to find the missing piece, like you said
And I searched hard only to find
There's not a single thing that's wrong with my mind

Yeah, I'm tired of tryna to be normal
I'm always overthinkin'
I'm drivin' myself crazy
So what if I'm fucking crazy?
And I don't need your quick fix
I don't want your prescriptions
Just 'cause you say I'm crazy
So what if I'm fucking crazy?

I'm gonna show you loco, maniac
Sick bitch, psychopath
Yeah, I'm gonna show you, I'm gonna show you
Yeah, I'm gonna show you, mental, out my brain
Batshit, go insane
Yeah, I'm gonna show you, I'm gonna show you
I'm gonna show you

Crazy, crazy
Yeah, I'm gonna show you
Crazy, crazy
Yeah, I'm gonna show you
Crazy, crazy
(Yeah, yeah)
Tired of tryna be normal
I'm drivin' myself crazy
No, I don't need your quick fix
I don't want your prescriptions
Just 'cause you say I'm crazy
So what if I'm fucking crazy?

Yeah, I'm gonna show you loco, maniac
Sick bitch, psychopath
Yeah, I'm gonna show you, I'm gonna show you
Yeah, I'm gonna show you, mental, out my brain
Batshit, go insane
Yeah, I'm gonna show you, I'm gonna show you
I'm gonna show you"
146,Love Me,Justin Bieber,90,My Worlds (International Version),47,0.712,0.868,-3.319,0,5,0.0656,0.00939,0.0,0.283,0.652,125.028,4,191573,2019,"Oh-woo
Oh-woo (It's JB)

My friends say I'm a fool to think that you're the one for me
I guess I'm just a sucker for love
'Cause honestly, the truth is that you know I'm never leaving
'Cause you're my angel sent from above

Baby, you can do no wrong, my money is yours (Oh)
Give you little more because I love ya (Oh), love ya
With me, girl, is where you belong, just stay right here
I promise, my dear, I'll put nothin' above ya, above ya (Oh)

Love me, love me (Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me

People try to tell me, but I still refuse to listen
'Cause they don't get to spend time with you
A minute with you is worth more than a thousand days
Without your love, oh, your love, oh

Baby, you can do no wrong, my money is yours
Give you little more because I love ya, love ya
With me, girl, is where you belong (Belong), just stay right here
I promise, my dear, I'll put nothin' above ya, above ya (Oh)

Love me, love me (Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh; Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me

My heart is blind (Oh), but I don't care (Oh)
'Cause when I'm with you everything has disappeared (Oh)
And every time (Oh) I hold ya near (Oh)
I never want to let ya go, oh

Love me, love me (Oh; Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh-oh; Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh; Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me"
147,Love Me,Justin Bieber,90,My World,68,0.729,0.868,-3.319,1,3,0.0609,0.00939,0.0,0.283,0.632,124.957,4,191573,2021,"Oh-woo
Oh-woo (It's JB)

My friends say I'm a fool to think that you're the one for me
I guess I'm just a sucker for love
'Cause honestly, the truth is that you know I'm never leaving
'Cause you're my angel sent from above

Baby, you can do no wrong, my money is yours (Oh)
Give you little more because I love ya (Oh), love ya
With me, girl, is where you belong, just stay right here
I promise, my dear, I'll put nothin' above ya, above ya (Oh)

Love me, love me (Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me

People try to tell me, but I still refuse to listen
'Cause they don't get to spend time with you
A minute with you is worth more than a thousand days
Without your love, oh, your love, oh

Baby, you can do no wrong, my money is yours
Give you little more because I love ya, love ya
With me, girl, is where you belong (Belong), just stay right here
I promise, my dear, I'll put nothin' above ya, above ya (Oh)

Love me, love me (Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh; Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me

My heart is blind (Oh), but I don't care (Oh)
'Cause when I'm with you everything has disappeared (Oh)
And every time (Oh) I hold ya near (Oh)
I never want to let ya go, oh

Love me, love me (Oh; Hey), say that you love me
Fool me, fool me (Hey), oh, how you do me
Kiss me, kiss me (Hey), say that you miss me
Tell me what I want to hear (Oh-oh; Oh-oh-oh-oh), tell me you love me
Love me, love me (Hey), say that you love me (Oh-oh-oh-oh)
Fool me, fool me (Hey), oh, how you do me (Oh-oh-oh-oh)
Kiss me, kiss me (Hey), say that you miss me (Oh; Oh-oh-oh-oh)
Tell me what I want to hear (Oh-oh-oh-oh), tell me you love me"
148,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,64,Dancin (feat. Luvli) [Krono Remix],78,0.72,0.741,-6.529,0,10,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,198053,2019,"Get up on the floor
Dancing all night long
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancin'

All the time, my baby, you on my mind
And I don't know why, yeah, but the feelin' is fine
Can't you see? Yeah, honey you are for me
Oh, we were meant to be
Dancing in the moonlight
Gazing at the stars so bright
Holding you until the sunrise
Sleeping until the midnight

Get up on the floor
Dancing all night long
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancin'

Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole
Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole

Every time when I look in your eyes
I smile with pride, happy that you're mine
Joy in love, your love is true I know
You are the best thing that has happened to me, ah

Get up on the floor
Dancing all night long
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancin'

Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole
Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole

Get up on the floor
Dancing all night long
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancin' (Oh)
Get up on the floor
Dancing all night long
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancing 'til the break of dawn
Get up on the floor
Dancin' (Oh)

Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole
Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole
Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole
Dancing is what to do
Dancing's when I think of you
Dancing's what clears my soul
Dancing's what makes me whole"
149,Tungs,The Frights,52,You Are Going to Hate This,56,0.565,0.618,-11.316,0,1,0.104,0.0697,6.37e-05,0.509,0.5,106.337,4,170299,2019,"One, two, three, four

For if we ain't got the time
I tell ya, baby, I don't think we're doing fine
We just haven't got a clue
I keep my love, I want my blood inside of you

Do you think I'm cute? Well it's too late to check
And I don't care, you got your tongue against my neck
Do you like my style? Have you seen my shoes?
'Cause they've been ripped to shit from walking the world for you

Everybody knows I'm right
I can't control it, I got my eyes on you all night
We just haven't got a clue
I keep my love, I want my blood inside of you

Do you think I'm cute? Well it's too late to check
And I don't care, you got your tongue against my neck
Do you like my style? Have you seen my shoes?
'Cause they've been ripped to shit from walking the world for you

One, two, three, four


Do you think I'm cute? Well it's too late to check
And I don't care, you got your tongue against my neck
Do you like my style? Have you seen my shoes?
'Cause they've been ripped to shit from walking the world for you

Do you think I'm cute? Well it's too late to check
And I don't care, you got your tongue against my neck
Do you like my style? Have you seen my shoes?
'Cause they've been ripped to shit from walking the world for you
Ripped to shit from walking the world
Ripped to shit, ripped to shit from walking the world for you"
150,Best Friend,Rex Orange County,79,Best Friend,79,0.575,0.714,-5.247,1,6,0.0596,0.395,0.0,0.115,0.32,144.982,4,262231,2019,"I should've stayed at home
'Cause right now I see all these people that love me
But I still feel alone
Can't help but check my phone
I could've made you mine
But no, it wasn't meant to be and see I wasn't made for you
And you weren't made for me
Though it seemed so easy

And that's because I wanna be your favorite boy
I wanna be the one that makes your day
The one you think about as you lie awake
I can't wait to be your number one
I'll be your biggest fan and you'll be mine
But I still wanna break your heart and make you cry

But won't you wait?
You know it's too late
I'm on my own shit now
Let me tell you how it feels to be fucking great
I feel great
Woah, oh, oh, oh, oh
You need to be yourself
Love someone for loving you instead of someone really cool
That makes your heart melt
Who knows what you truly felt
You're still my favorite girl
You better trust me when I tell you there ain't no one else
More beautiful in this damn world
In this damn world

You're gonna wanna be my best friend baby
You're gonna wanna be my best friend
I said that
You're gonna wanna be my best friend baby
You're gonna wanna be my best friend
Best friend
You're gonna wanna be my best friend baby
You're gonna wanna be my best friend
Best friend
You're gonna wanna be my best friend baby
You're gonna wanna be my best friend

I say that I'm happy
I say that I'm happy
But no, no, no, no
No, no, no, oh

I still wanna be your favorite boy
I wanna be the one that makes your day
The one you think about as you lie awake
And I can't wait to be your number, your number one
I'll be your biggest fan and you'll be mine
But I still wanna break your heart and make you cry

I still wanna be your favorite boy
I wanna be the one
I might just be the one"
151,Video Games,The Young Professionals,41,Remixes & Covers,43,0.565,0.893,-4.683,0,4,0.0376,0.0303,0.0,0.0561,0.352,141.957,4,228706,2019,"Swinging in the backyard, pull up in your fast car
Whistling my name
Open up a beer, and you say ""Get over here
And play a video game""
I'm in his favorite sundress, watching me get undressed
Take that body downtown
I say you're the bestest, lean in for a big kiss
Put his favorite perfume on
Go play your video games

It's you, it's you, it's all for you
Everything I do
I tell you all the time

""Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey!
And is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do""

Singing in the old bars, swinging with the old stars
Living for the fame
Kissing in the blue dark, playing pool and wild darts--
Video games
He holds me in his big arms, drunk and I am seeing stars
This is all I think of
Watching all our friends fall in and out of Old Paul's
This is my idea of fun
Playing video games

It's you, it's you, it's all for you
Everything I do
I tell you all the time

""Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey!
And is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do""


It's you, it's you, it's all for you
Everything I do
I tell you all the time

""Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey
And is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And, baby, now you do"""
152,Cha Cha,Freddie Dredd,72,Cha Cha,0,0.708,0.696,-6.363,1,1,0.172,0.487,0.0718,0.128,0.743,129.96,4,173897,2019,"Noite de luar, a brisa feito o mar
Eu no teu olhar, uma estrela no céu
Sinto seu desejo ao querer o meu beijo
E na hula uma lua de mel, de mel
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar

Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)
Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin’ dumb

Hello⁠—, hello, bitch, what you want?
Hittin' up my phone up on some bullshit, huh?
Think I give a damn about stealing your 'gram?
Bitch, I’m gonna rob you, bitch, I'm on a mission (Noite)
Don't wanna suck? Man, don't give a fuck
Run your shit, slut, then get my nut
Better not be in the streets
Run up on me, hear a bap-bap, then a screech (Noite)
I don't mean to hurt you, but I need more money
Kinda funny how the Freddie run up on you
You a dummy (Noite)
Uh-oh, I think I gotta go
Big bitch, what you wanna know?
Made a hit, though, kick the back do'
Big blast made a flash hole-hole (Noit⁠—)

Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)
Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)

Noite de luar, a brisa feito o mar
Eu no teu olhar, uma estrela no céu
Sinto seu desejo ao querer o meu beijo
E na hula uma lua de mel⁠, de mel⁠, de mel
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar"
153,Cha Cha,Freddie Dredd,72,Cha Cha,69,0.792,0.698,-6.364,1,1,0.172,0.489,0.0788,0.127,0.751,129.971,4,173938,2020,"Noite de luar, a brisa feito o mar
Eu no teu olhar, uma estrela no céu
Sinto seu desejo ao querer o meu beijo
E na hula uma lua de mel, de mel
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar

Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)
Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin’ dumb

Hello⁠—, hello, bitch, what you want?
Hittin' up my phone up on some bullshit, huh?
Think I give a damn about stealing your 'gram?
Bitch, I’m gonna rob you, bitch, I'm on a mission (Noite)
Don't wanna suck? Man, don't give a fuck
Run your shit, slut, then get my nut
Better not be in the streets
Run up on me, hear a bap-bap, then a screech (Noite)
I don't mean to hurt you, but I need more money
Kinda funny how the Freddie run up on you
You a dummy (Noite)
Uh-oh, I think I gotta go
Big bitch, what you wanna know?
Made a hit, though, kick the back do'
Big blast made a flash hole-hole (Noit⁠—)

Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)
Damn, son
These bitches want some
""Hey, Freddie, can I—, um""
No, bitch, you fuckin' dumb (Noite)

Noite de luar, a brisa feito o mar
Eu no teu olhar, uma estrela no céu
Sinto seu desejo ao querer o meu beijo
E na hula uma lua de mel⁠, de mel⁠, de mel
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar
Danço a hula huki e o cha-cha-cha
Sou estrela no céu
Vem tocar meu corpo sensual
Quero ouvir você chamar"
154,Change Ya Life,Haiti Babii,47,Change Ya Life,58,0.696,0.399,-8.673,0,4,0.0369,0.0224,0.0,0.0747,0.364,98.004,4,156770,2019,"Suh, ah
Ooh, oh

Money, power, and respect (Respect)
Trick, I'm poppin', and I did it with a check (With a check)
Quit complaining, you a rookie, I'm a vet
DeMarcus Cousins, bitch, I always got a TEC
Remember Lil Haiti slept with the chop next to the window
If they fonkin' with my niggas, then they fonkin' with me too
I got no time to spend it with bitches fucking with the crew
In the grass, they try to snake me, I'm fucking with voodoo
From the streets where young niggas just tryna get paid
Reminiscing the dead homies, sippin' on cognac
Mama seen me up on TV and she know this won't stop
Know that Rollie on your wrist got you green, tick tock
Thick bitch, juicy lips, with some Gucci flip flops
Like if you and I could go out one night
I'll show you a good time
Promise you I'll change your mind, just let me freak you
Keep this between me and you (Let me freak your mind)

Don't go telling all your friends that we in love for real (Girl, you love me, yes, you do)
Don't go telling all your friends that we in love for real
Baby, get this dick that change your life (Tell me how you feel)

Save all that gossip for your mama
He say, she say drama
And I know how you feel
So I gotta keep it real
I can't stand being alone
So baby, tonight you gotta come through
I'ma slide in a two-seater right behind you
Baby, tell me how you feel, I'ma show you what I do
If this rap shit don't work, I'ma ride with the banger (Banger)
You got my heart and that's dangerous
But I fell in love with the streets
And I fell asleep with the heat
Tell me, baby, don't lie to me (Don't lie)
Was you really finna slide for me? (Was you really finna slide?)
Was you really finna ride for me? (Was you really finna ride?)
Is you really finna die for me? (Is you really finna die?)

Don't go telling all your friends that we in love for real (Girl, you love me, yes, you do)
Don't go telling all your friends that we in love for real
Baby, get this dick that change your life (Tell me how you feel)"
155,Baby Powder,Bandingo YGNE,34,Dingo Christmas Season,40,0.804,0.439,-9.605,1,1,0.365,0.357,0.0,0.162,0.329,150.039,4,167500,2019,"Hello, ma' baby, hello, ma' honey
Hey, Whoa, Yuh
Hello, ma' ragtime gal
Hitemup, Hitemup, Hitemup
Lil Bih, Lil Bih
Send me a kiss by wire
Hey, Hey
Baby, my hearts on fire
You finna' die, baby!

Nigga run up then I swear he gon get it
Fuck the police I ain't taking no ticket
Who gave you scary ass niggas some bread
Lookin at yall like a chicken and biscuit
Don’t play with me, Cause I swear I get wicked
Beast of the West, Get shit jumpin like crickets
So many hoes don’t you ask can I diggit
She ask how long do I last girl no limit
Unless the head too good
Then I might bust in a minute(hm hm)
30 on me put a hole in yo fitted
How you a boss but don’t handle yo business
Niggas moving weird they got crablegs
Really smart girl but she give bad head

Please don’t end up onna news bitch
Get Bagged up like a new fit
Bad bitch sucked Two dicks
She ain’t a hoe she just Too lit
Got 2 hoes and they both chirpin
You can say I got two chicks
Wake up and get another bag
You can find dat inna blueprint
Godamn I ain’t really feeling you
And I don’t really wanna deal with you
YOUNG GRIMEY NIGGA ENTERTAINMENT
Swear to God we a different Crew
You better keep this shit lyrical
Cause If I gotta get physical
You gon end up on a respirator in condition thats quite critical
Hitemup, Hitemup, Hitemup

I gotta run all these Benjis up
YGNE gon' pull up inna Bentley Truck
I make a mess, Paramedics come pick it up
Surrender all of yo shit nigga Give it up
Shoot at yo niggas aim at they chest
Just like yo wife they get titty fucked
Shoot at yo niggas aim at they chest
Just like yo wife they get titty fucked
Ain’t none my niggas gettin frightened
Swear to God all my niggas vikings
This shit bite ya ear Mike Tyson
Turn ya lifeline to a hyphen
Then I’m gone when I hear sirens
And I heard that bitch straight trifling
She gon suck me up I ain’t wifing
I don’t even think I wanna dive in

You shooting shots at me
So many bricks you could make a tower
Yo mixtape really stank
Every song needa take a shower
If I take you shoppin don’t take an hour
Cause that mean that I gotta wait an hour
Babygirl keep acting childish
I might have to smack her with some Baby Powder
You shooting shots at me
So many bricks you could make a tower
Yo mixtape really stank
Every song needa take a shower
If I take you shoppin don’t take an hour
Cause that mean that I gotta wait an hour
Babygirl keep acting childish
I might have to smack her with some Baby Powder"
